TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AALR3;8,79;;-3,95;1,02;0,38;30,10;1,60;-22,81;56,20;97,49;40,90;0,75;0,90;-4,65;-0,49;0,74;-25,92;-9,58;-0,51;0,37;0,62;0,42;0,13;;1.892.308,05;8,58;-2,22;-0,04;1.046.891.421,60
ABCB4;23,50;3,56;5,74;0,97;0,10;25,50;17,06;15,50;5,22;5,23;;;0,89;-2,72;-0,10;0,05;16,95;1,73;;0,10;0,91;0,11;18,70;17,80;15.543.311,09;24,15;4,09;-0,31;5.579.845.060,80
ABEV3;13,66;5,35;14,27;2,38;1,56;50,30;22,59;18,29;11,55;10,80;-0,75;-0,15;2,61;58,05;-2,14;1,11;16,71;10,94;18,63;0,65;0,34;0,60;10,72;15,72;312.865.121,32;5,73;0,96;0,94;215.039.824.326,60
ADHM3;1,56;;-4,09;-1,29;105,12;100,00;-13.548,48;-18.860,61;-5,69;-5,69;0,00;;770,90;-1,43;-116,16;0,00;-31,47;-2.571,90;22,61;-81,72;82,72;0,14;;;;-1,21;-0,38;-0,58;25.439.770,20
AERI3;0,87;;-9,88;1,33;0,28;12,62;9,03;-3,39;3,71;7,22;3,51;1,26;0,34;1,32;-0,88;1,46;-13,42;-2,86;10,53;0,21;0,79;0,84;;;5.711.602,91;0,66;-0,09;-0,05;1.080.891.421,71
AESB3;12,25;;46,73;1,65;0,37;35,54;28,78;4,90;7,96;17,94;9,96;2,06;2,29;22,58;-0,45;1,11;3,53;0,80;5,04;0,23;0,72;0,16;;;23.814.357,32;7,43;0,26;-0,69;7.391.667.379,08
AFLT3;8,45;3,11;17,40;2,04;1,70;57,31;45,58;44,72;17,07;16,69;-0,38;-0,05;7,78;17,47;-2,12;1,98;11,71;9,80;10,57;0,84;0,16;0,22;24,96;19,61;6.742,57;4,15;0,49;-0,24;533.065.715,00
AGRO3;25,99;12,36;10,40;1,21;0,76;30,65;20,17;20,86;10,76;12,63;1,85;0,21;2,17;3,72;-1,24;2,14;11,68;7,31;7,59;0,63;0,37;0,35;27,22;15,22;9.962.090,18;21,40;2,50;-0,24;2.671.823.212,88
AGXY3;3,38;1,17;-2,29;0,56;0,07;12,31;3,90;-2,43;1,42;4,01;2,59;1,03;0,06;2,53;-0,34;1,04;-24,61;-3,22;11,82;0,13;0,87;1,33;;;493.607,36;6,00;-1,48;-0,01;575.680.212,93
AHEB3;15,50;;1,36;7,93;0,36;33,84;21,93;17,66;1,10;1,07;-0,02;-0,17;0,24;2,31;-0,63;1,55;582,53;26,18;533,83;0,04;0,96;1,48;20,77;;4.721,33;1,95;11,39;0,00;132.578.615,53
AHEB5;16,59;;1,46;8,49;0,38;33,84;21,93;17,66;1,17;1,07;-0,02;-0,17;0,26;2,48;-0,67;1,55;582,53;26,18;533,83;0,04;0,96;1,48;20,77;;2.203,00;1,95;11,39;0,00;132.578.615,53
AHEB6;17,02;;1,49;8,71;0,39;33,84;21,93;17,66;1,20;1,07;-0,02;-0,17;0,26;2,54;-0,69;1,55;582,53;26,18;533,83;0,04;0,96;1,48;20,77;;1.702,00;1,95;11,39;0,00;132.578.615,53
ALLD3;7,51;6,43;9,20;0,45;0,20;12,55;3,39;1,31;3,56;4,91;1,28;0,16;0,12;0,69;-0,66;1,73;4,90;2,20;7,91;0,45;0,55;1,67;14,71;32,13;489.265,91;16,66;0,82;3,00;713.137.452,30
ALOS3;25,46;2,04;4,66;0,99;0,52;96,37;264,05;140,12;2,47;2,20;-0,28;-0,11;6,53;14,24;-0,58;1,58;21,32;11,20;27,21;0,53;0,43;0,08;25,65;86,64;102.990.755,59;25,62;5,46;0,00;14.612.433.703,14
ALPA3;9,79;;-23,75;1,24;0,85;40,37;-9,97;-7,36;-17,51;-19,30;-2,17;0,15;1,75;3,01;-1,39;3,51;-5,22;-3,56;-8,00;0,68;0,32;0,48;2,36;;46.049,00;7,89;-0,41;0,14;6.539.451.994,19
ALPA4;9,41;;-22,83;1,19;0,81;40,37;-9,97;-7,36;-16,83;-19,30;-2,17;0,15;1,68;2,89;-1,34;3,51;-5,22;-3,56;-8,00;0,68;0,32;0,48;2,36;;37.858.504,73;7,89;-0,41;0,14;6.539.451.994,19
ALPK3;4,85;;-9,72;2,77;0,41;29,90;10,81;-8,39;7,54;16,19;8,65;3,17;0,82;-3,51;-0,48;0,55;-28,46;-4,21;7,28;0,15;0,85;0,50;3,17;;1.137.803,32;1,75;-0,50;0,28;1.052.566.521,25
ALSC3;27,75;;38,57;2,20;1,20;75,71;65,32;27,78;16,41;14,85;-1,56;-0,21;10,72;9,41;-1,43;5,39;5,69;3,12;11,21;0,55;0,44;0,11;2,54;19,34;;12,64;0,72;0,58;5.694.242.307,75
ALUP11;30,83;5,84;12,62;1,25;0,33;75,83;71,87;23,53;4,13;8,03;3,91;1,18;2,97;3,70;-0,41;1,89;9,87;2,63;9,39;0,27;0,62;0,11;20,04;17,61;16.884.887,05;24,75;2,44;-0,59;9.374.373.551,68
ALUP3;10,19;5,89;12,51;1,24;0,33;75,83;71,87;23,53;4,10;8,03;3,91;1,18;2,94;3,67;-0,41;1,89;9,87;2,63;9,39;0,27;0,62;0,11;20,04;17,61;116.908,95;8,25;0,81;-0,59;9.374.373.551,68
ALUP4;10,37;5,79;12,73;1,26;0,34;75,83;71,87;23,53;4,17;8,03;3,91;1,18;3,00;3,73;-0,41;1,89;9,87;2,63;9,39;0,27;0,62;0,11;20,04;17,61;207.114,18;8,25;0,81;-0,60;9.374.373.551,68
AMAR3;3,17;;-0,36;2,02;0,09;35,54;-16,35;-26,68;-0,59;-3,64;-3,04;10,33;0,10;-0,66;-0,14;0,75;-554,09;-24,09;-27,15;0,04;0,96;0,90;-0,89;;2.450.069,77;1,57;-8,71;0,00;218.733.776,58
AMBP3;15,61;0,86;-20,55;2,63;0,25;23,51;18,46;-2,69;2,99;8,19;5,19;4,56;0,55;1,04;-0,43;2,30;-12,82;-1,21;8,16;0,09;0,84;0,45;83,52;;17.161.618,73;5,92;-0,76;0,09;2.614.205.249,85
AMER3;0,89;;-0,06;-0,03;0,03;19,46;-30,26;-50,03;-0,10;-2,24;-2,14;;0,03;-0,02;-0,06;0,34;-48,42;-41,26;202,73;-0,85;1,85;0,82;32,64;;20.522.239,18;-29,55;-14,31;0,00;812.276.552,70
ANDG3B;28,82;;59,95;2,23;1,88;47,12;179,06;45,82;15,34;8,60;0,93;0,13;27,47;-25,32;-1,93;0,26;3,71;3,14;12,68;0,85;0,15;0,07;10,22;-38,09;;12,94;0,48;-0,78;1.651.867.985,68
ANDG4B;0,00;;0,00;0,00;0,00;47,12;179,06;45,82;0,00;8,60;0,93;0,13;0,00;0,00;0,00;0,26;3,71;3,14;12,68;0,85;0,15;0,07;10,22;-38,09;;12,94;0,48;0,00;1.651.867.985,68
ANIM3;4,23;;-18,31;0,67;0,17;57,97;10,96;-2,54;4,24;14,22;9,94;1,57;0,47;9,77;-0,21;1,10;-3,66;-0,94;0,24;0,26;0,70;0,37;27,79;;32.418.341,91;6,32;-0,23;0,24;1.720.481.109,30
APER3;43,51;0,74;33,54;1,05;0,61;100,00;11,00;5,02;15,32;15,03;-0,35;-0,02;1,68;-28,02;-0,77;0,90;3,12;1,82;5,96;0,58;0,42;0,36;22,90;;1.706.024,23;41,62;1,30;-1,37;501.452.253,12
APTI3;197,64;;-0,12;0,02;0,01;92,39;-162,78;-88,96;-0,07;-0,52;0,27;-0,07;0,11;0,02;-0,01;9,26;-14,45;-6,44;-28,38;0,45;0,55;0,07;4,07;;;11.460,45;-1.656,52;0,00;44.442.750,00
APTI4;3.500,00;;-2,11;0,31;0,14;92,39;-162,78;-88,96;-1,15;-0,52;0,27;-0,07;1,88;0,38;-0,23;9,26;-14,45;-6,44;-28,38;0,45;0,55;0,07;4,07;;;11.460,45;-1.656,52;0,00;44.442.750,00
ARML3;15,52;0,22;31,87;4,43;1,35;48,07;34,23;13,57;12,63;16,08;3,33;1,17;4,32;7,96;-1,96;2,22;13,89;4,25;12,06;0,31;0,69;0,31;;;9.140.448,55;3,51;0,49;0,94;5.418.611.202,06
ARZZ3;60,98;3,17;17,60;2,34;1,20;53,60;11,50;8,13;12,43;13,29;0,82;0,16;1,43;13,26;-2,29;1,23;13,30;6,83;13,38;0,51;0,48;0,84;25,49;20,02;116.016.058,09;26,05;3,47;-1,17;6.784.770.162,78
ASAI3;14,01;0,36;20,06;4,38;0,46;16,45;5,04;1,53;6,07;9,16;3,10;2,24;0,31;-5,55;-0,67;0,79;21,83;2,28;16,55;0,10;0,90;1,50;;;139.569.249,45;3,20;0,70;-0,49;18.912.146.468,00
ATMP3;4,48;;0,10;-7,14;0,08;-31,36;-45,63;347,29;-0,78;-1,80;-1,02;;0,36;-6,86;-0,11;0,96;-6.969,53;76,61;-72,03;-0,01;1,01;0,22;-16,95;;185.043,95;-0,63;43,76;0,00;119.662.394,88
ATOM3;2,18;14,70;-640,68;2,84;1,85;92,38;-4,89;-0,35;-45,24;-27,30;17,95;-1,13;2,21;2,00;-83,97;17,09;-0,44;-0,29;-8,88;0,65;0,35;0,83;;;18.914,36;0,77;0,00;6,36;51.894.677,64
AURA33;33,51;5,72;9,26;1,40;0,56;36,53;24,61;12,67;4,77;5,98;1,21;0,35;1,17;3,75;-0,91;1,64;15,08;6,07;12,15;0,40;0,60;0,48;32,13;68,75;1.869.469,23;24,00;3,62;-0,25;2.371.994.683,80
AURE3;13,50;22,22;6,66;0,97;0,43;21,10;24,36;34,01;9,29;10,18;0,90;0,09;2,26;3,63;-0,58;1,92;14,52;6,50;0,61;0,45;0,55;0,19;;;72.016.261,59;13,96;2,03;0,01;13.480.000.000,00
AVLL3;4,96;;-0,31;-0,22;0,11;32,90;-54,45;-118,56;-0,68;-5,52;-4,85;;0,37;-0,15;-0,14;0,28;-71,88;-34,00;-43,28;-0,47;1,47;0,29;19,61;;24.708,41;-22,24;-15,99;-0,05;141.931.456,48
AZEV3;2,00;;-7,98;2,40;0,56;11,50;-8,21;-8,58;-8,33;-9,45;-1,02;0,29;0,68;-8,63;-0,94;0,86;-30,05;-6,99;-43,18;0,23;0,77;0,82;43,23;;1.306.137,14;0,83;-0,25;0,02;339.507.217,13
AZEV4;2,03;;-8,10;2,43;0,57;11,50;-8,21;-8,58;-8,46;-9,45;-1,02;0,29;0,69;-8,76;-0,95;0,86;-30,05;-6,99;-43,18;0,23;0,77;0,82;43,23;;5.678.834,77;0,83;-0,25;0,02;339.507.217,13
AZUL4;14,02;;-14,51;-0,83;0,90;21,10;12,33;-6,75;7,94;13,47;11,28;;0,98;-2,18;-1,30;0,42;-5,74;-6,23;42,22;-1,09;2,09;0,92;15,41;;194.623.297,05;-16,83;-0,97;0,32;4.907.978.883,70
B3SA3;13,96;3,00;18,68;3,90;1,65;85,66;51,52;40,19;14,57;14,01;-0,62;-0,17;7,51;14,45;-2,57;1,46;20,86;8,82;12,22;0,42;0,58;0,22;22,44;26,63;501.860.696,59;3,58;0,75;-8,61;79.163.930.000,00
BAHI3;7,99;;-2,60;4,89;0,34;43,42;-6,44;-21,49;-8,67;-16,02;-7,34;4,14;0,56;-0,90;-0,36;0,13;-188,32;-13,00;-10,59;0,07;0,91;0,60;56,84;;41.655,76;1,63;-3,07;0,23;210.860.750,18
BALM3;11,00;1,00;-29,56;0,73;0,43;60,04;10,70;-1,99;5,50;3,54;-1,66;-0,22;0,59;0,91;-1,47;3,08;-2,48;-1,46;7,19;0,59;0,41;0,73;8,44;;8.100,00;15,00;-0,37;0,26;101.724.000,00
BALM4;9,76;1,13;-26,23;0,65;0,38;60,04;10,70;-1,99;4,88;3,54;-1,66;-0,22;0,52;0,80;-1,30;3,08;-2,48;-1,46;7,19;0,59;0,41;0,73;8,44;;13.918,80;15,00;-0,37;0,23;101.724.000,00
BAUH4;81,87;1,48;-150,70;4,33;2,62;21,97;4,34;-1,30;45,15;42,82;-2,33;-0,22;1,96;30,37;-4,81;1,23;-2,87;-1,74;-2,68;0,60;0,40;1,33;3,33;;30.600,40;18,93;-0,54;1,15;427.543.315,14
BAZA3;94,25;5,66;4,42;0,91;0,12;26,11;45,99;30,61;2,94;2,94;;;1,35;4,25;-0,13;;20,56;2,80;;0,14;0,86;0,09;17,64;79,28;213.736,68;103,67;21,31;0,93;5.283.496.188,75
BBAS3;55,05;8,31;4,74;0,95;0,07;32,66;15,94;12,40;3,68;3,68;;;0,59;2,75;-0,07;14,76;20,10;1,50;;0,07;0,92;0,12;9,97;25,65;475.055.211,73;57,82;11,62;0,21;157.655.244.440,40
BBDC3;15,13;10,20;11,63;0,97;0,09;30,94;3,95;6,18;18,21;19,29;;;0,72;0,70;-0,10;11,40;8,33;0,73;;0,09;0,91;0,12;8,37;-4,12;87.015.037,36;15,62;1,30;-0,27;170.577.577.925,58
BBDC4;16,90;10,04;12,99;1,08;0,09;30,94;3,95;6,18;20,34;19,29;;;0,80;0,78;-0,11;11,40;8,33;0,73;;0,09;0,91;0,12;8,37;-4,12;643.876.447,32;15,62;1,30;-0,31;170.577.577.925,58
BBML3;3.936,42;;48.754,69;149.535,60;154,10;6,84;2,69;0,20;3.576,72;3.586,40;9,67;404,48;96,25;-869,12;-250,59;0,68;306,71;0,32;5,37;0,00;1,00;1,60;41,29;1,17;;0,03;0,08;-384,83;160.451.699.191,56
BBSE3;33,77;10,32;8,82;6,33;4,16;;;;7,78;7,78;;;;39,05;-5,78;1,61;71,80;47,15;;0,66;0,34;0,00;;13,59;177.255.243,82;5,33;3,83;0,25;67.580.000.000,00
BDLL3;11,00;;1,25;-0,11;0,03;-28,71;-67,71;30,27;-0,56;-5,53;-5,06;;0,38;-1,26;-0,05;0,96;-9,03;2,24;-345,45;-0,25;1,25;0,07;-27,58;;1.100,00;-97,25;8,78;0,01;14.919.418,40
BDLL4;8,30;;0,94;-0,09;0,02;-28,71;-67,71;30,27;-0,42;-5,53;-5,06;;0,29;-0,95;-0,04;0,96;-9,03;2,24;-345,45;-0,25;1,25;0,07;-27,58;;2.394,38;-97,25;8,78;0,01;14.919.418,40
BEEF11;3,62;;6,02;3,50;0,08;19,88;7,42;1,32;1,08;6,53;4,38;14,28;0,08;0,31;-0,20;1,87;58,14;1,41;9,40;0,02;0,96;1,06;20,68;;;1,03;0,60;-0,11;4.384.586.198,54
BEEF3;7,23;7,62;12,03;6,99;0,17;19,88;7,42;1,32;2,15;6,53;4,38;14,28;0,16;0,62;-0,41;1,87;58,14;1,41;9,40;0,02;0,96;1,06;20,68;;77.482.748,59;1,03;0,60;-0,21;4.384.586.198,54
BEES3;9,71;5,65;8,92;1,46;0,07;27,82;9,27;6,64;6,39;6,38;;;0,59;0,96;-0,08;;16,33;0,83;;0,05;0,95;0,12;12,53;15,49;114.704,36;6,67;1,09;7,50;3.061.731.303,00
BEES4;10,05;5,46;9,23;1,51;0,08;27,82;9,27;6,64;6,62;6,38;;;0,61;0,99;-0,08;;16,33;0,83;;0,05;0,95;0,12;12,53;15,49;46.451,73;6,67;1,09;7,76;3.061.731.303,00
BFRE11;0,00;;0,00;0,00;0,00;31,58;170,29;145,51;0,00;;;;0,00;0,00;0,00;;9,21;8,19;;0,89;0,10;0,06;;13,07;;302.450,49;27.857,74;0,00;
BFRE12;0,00;;0,00;0,00;0,00;31,58;170,29;145,51;0,00;;;;0,00;0,00;0,00;;9,21;8,19;;0,89;0,10;0,06;;13,07;;302.450,49;27.857,74;0,00;
BGIP3;26,70;8,40;7,64;0,77;0,05;35,73;5,88;5,19;6,74;6,25;;;0,40;-0,38;-0,10;0,77;10,09;0,70;;0,07;0,93;0,13;8,79;-6,20;11.435,25;34,66;3,50;0,07;440.479.379,76
BGIP4;22,81;10,82;6,53;0,66;0,05;35,73;5,88;5,19;5,76;6,25;;;0,34;-0,32;-0,09;0,77;10,09;0,70;;0,07;0,93;0,13;8,79;-6,20;36.256,62;34,66;3,50;0,06;440.479.379,76
BHIA3;10,69;;-0,57;0,23;0,03;28,99;-0,55;-5,91;-6,09;-48,10;-41,99;1,58;0,03;-0,21;-0,05;0,74;-40,32;-5,54;-11,42;0,14;0,86;0,94;3,76;;55.519.301,64;46,63;-18,80;0,00;1.020.243.068,63
BIDI11;10,40;;-238,07;1,08;0,23;50,04;-13,62;-5,22;-91,21;-91,21;;;12,42;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;9,67;-0,04;0,13;8.991.139.764,53
BIDI3;3,40;;-233,49;1,06;0,23;50,04;-13,62;-5,22;-89,46;-91,21;;;12,19;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;3,22;-0,01;0,12;8.991.139.764,53
BIDI4;3,41;;-234,18;1,06;0,23;50,04;-13,62;-5,22;-89,72;-91,21;;;12,22;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;3,22;-0,01;0,12;8.991.139.764,53
BIOM3;5,73;;-5,98;5,16;1,50;18,28;-60,40;-68,60;-6,79;-8,25;-1,46;1,11;4,10;14,69;-2,34;1,40;-86,26;-25,16;-29,62;0,29;0,71;0,37;299,61;;51.416,32;1,11;-0,96;0,39;510.544.856,52
BLAU3;15,65;2,70;8,87;1,42;0,91;39,36;29,85;23,41;6,96;7,28;0,32;0,07;2,08;2,43;-1,94;3,44;16,03;10,30;11,80;0,64;0,36;0,44;;;5.158.706,73;11,01;1,76;9,45;2.809.309.084,74
BLUT3;5,14;;-5,63;0,46;0,14;;;;-6,17;-4,91;-1,59;0,12;;-1,08;-0,14;0,00;-8,15;-2,46;-6,65;0,30;0,70;0,00;;;;11,21;-0,91;0,20;14.115.600,06
BLUT4;1,52;;-1,66;0,14;0,04;;;;-1,82;-4,91;-1,59;0,12;;-0,32;-0,04;0,00;-8,15;-2,46;-6,65;0,30;0,70;0,00;;;;11,21;-0,91;0,06;14.115.600,06
BMEB3;20,35;3,38;7,41;1,46;0,12;52,09;7,94;6,39;5,97;5,58;;;0,47;1,07;-0,13;;19,66;1,59;;0,08;0,92;0,25;5,94;31,72;30.350,59;13,96;2,74;0,15;1.996.441.018,80
BMEB4;16,93;4,47;6,17;1,21;0,10;52,09;7,94;6,39;4,96;5,58;;;0,39;0,89;-0,11;;19,66;1,59;;0,08;0,92;0,25;5,94;31,72;468.923,27;13,96;2,74;0,12;1.996.441.018,80
BMGB4;3,02;1,32;8,00;0,43;0,04;35,71;0,71;3,05;34,62;34,74;;;0,24;;-0,04;;5,32;0,50;;0,09;0,91;0,16;19,34;78,00;5.535.843,50;7,10;0,38;0,04;1.767.194.205,33
BMIN3;20,00;6,04;10,06;0,70;0,37;59,27;33,24;26,08;7,89;7,68;;;2,62;81,30;-0,37;;7,00;3,71;;0,53;0,47;0,14;16,78;;5.110,00;28,39;1,99;0,22;93.855.166,61
BMIN4;16,27;7,42;8,18;0,57;0,30;59,27;33,24;26,08;6,42;7,68;;;2,13;66,14;-0,30;;7,00;3,71;;0,53;0,47;0,14;16,78;;7.215,50;28,39;1,99;0,18;93.855.166,61
BMKS3;360,00;16,05;7,51;0,80;0,70;28,02;25,71;136,17;39,75;1,56;-38,20;-0,77;10,22;0,95;-2,85;36,30;10,66;9,28;-1,63;0,87;0,13;0,07;2,51;22,12;14.211,77;450,03;47,95;-1,78;163.710.000,00
BMOB3;13,15;1,70;16,69;1,06;0,82;24,00;7,50;5,24;11,67;6,22;-5,46;-0,50;0,88;1,76;-2,45;3,35;6,35;4,92;4,52;0,78;0,22;0,94;;;4.053.548,14;12,41;0,79;-0,77;1.144.968.586,72
BNBR3;114,50;3,10;4,38;0,96;0,15;47,54;42,45;25,39;2,62;2,62;;;1,11;3,91;-0,16;;22,00;3,48;;0,16;0,84;0,14;8,76;25,82;19.289,92;118,87;26,16;0,33;9.889.532.628,00
BOAS3;7,95;;15,22;1,83;1,70;56,53;19,25;32,39;25,60;18,69;-6,92;-0,50;4,93;3,34;-3,80;12,37;12,04;11,16;4,65;0,93;0,07;0,34;8,81;74,34;53.310.276,50;4,34;0,52;5,59;4.212.250.617,75
BOBR3;0,00;;0,00;0,00;0,00;39,60;15,89;7,28;0,00;2,61;1,55;;0,00;0,00;0,00;0,84;-149,20;11,92;59,94;-0,08;1,08;1,64;6,05;-3,28;;-0,28;0,41;0,00;247.017.868,62
BOBR4;2,01;;4,88;-7,28;0,58;39,60;15,89;7,28;2,24;2,61;1,55;;0,36;-6,07;-1,13;0,84;-149,20;11,92;59,94;-0,08;1,08;1,64;6,05;-3,28;68.574,86;-0,28;0,41;-0,02;247.017.868,62
BPAC11;36,66;1,72;15,90;2,94;0,33;19,88;23,13;19,91;13,69;13,77;;;3,17;22,83;-3,38;1,02;18,51;2,07;;0,11;0,89;0,10;46,00;33,74;222.047.199,45;12,46;2,31;0,67;141.410.213.915,12
BPAC3;16,97;1,24;22,08;4,09;0,46;19,88;23,13;19,91;19,01;13,77;;;4,40;31,70;-4,69;1,02;18,51;2,07;;0,11;0,89;0,10;46,00;33,74;87.273,36;4,15;0,77;0,94;141.410.213.915,12
BPAC5;9,76;2,16;12,70;2,35;0,26;19,88;23,13;19,91;10,93;13,77;;;2,53;18,23;-2,70;1,02;18,51;2,07;;0,11;0,89;0,10;46,00;33,74;76.177,55;4,15;0,77;0,54;141.410.213.915,12
BPAN4;8,35;2,58;17,03;1,44;0,20;49,84;4,88;4,32;15,06;15,09;;;0,74;;-0,20;;8,47;1,16;;0,14;0,86;0,27;8,24;41,40;15.958.587,59;5,79;0,49;-2,02;10.622.116.653,30
BPAR3;182,07;;7,65;0,94;0,10;48,75;13,16;7,91;4,59;4,59;;;0,60;6,24;-0,11;;12,30;1,36;;0,11;0,89;0,17;4,66;-0,41;;193,58;23,82;-0,44;1.733.606.633,43
BPAT33;44,05;;6,98;0,66;0,09;51,56;21,77;5,61;1,80;1,80;;;0,39;;-0,12;;9,46;1,35;;0,14;0,86;0,24;14,99;-18,89;;66,71;6,31;-0,11;1.533.769.021,00
BPHA3;0,62;;0,06;-0,24;0,99;98,02;1.029,99;13.896,67;0,80;1,66;0,85;;8,28;-0,38;-1,18;0,06;-402,50;1.669,02;-36,75;-4,15;5,15;0,12;-68,85;;;-2,58;10,40;0,00;70.110.298,74
BRAP3;22,93;11,98;4,25;1,12;1,11;;;;4,38;4,39;-0,24;-0,06;;19,63;-1,19;5,31;26,44;26,09;25,51;0,99;0,01;0,00;;-1,84;1.265.439,55;20,41;5,40;-0,07;9.536.465.296,06
BRAP4;24,98;12,10;4,63;1,22;1,21;;;;4,77;4,39;-0,24;-0,06;;21,38;-1,30;5,31;26,44;26,09;25,51;0,99;0,01;0,00;;-1,84;61.695.975,64;20,41;5,40;-0,07;9.536.465.296,06
BRBI11;15,79;8,36;11,37;2,14;0,18;17,13;2,90;9,24;36,29;31,93;-4,55;-0,27;1,05;;-0,18;;18,78;1,55;-2,15;0,08;0,92;0,17;;;4.895.743,18;7,39;1,39;10,93;1.666.281.822,48
BRBI3;0,00;;0,00;0,00;0,00;17,13;2,90;9,24;0,00;31,93;-4,55;-0,27;0,00;;0,00;;18,78;1,55;-2,15;0,08;0,92;0,17;;;;2,46;0,46;0,00;1.666.281.822,48
BRBI4;0,00;;0,00;0,00;0,00;17,13;2,90;9,24;0,00;31,93;-4,55;-0,27;0,00;;0,00;;18,78;1,55;-2,15;0,08;0,92;0,17;;;;2,46;0,46;0,00;1.666.281.822,48
BRFS3;12,89;;-5,87;1,54;0,37;14,97;-0,74;-6,84;-54,04;-81,49;-27,20;0,77;0,40;3,42;-0,71;1,29;-26,15;-6,23;-1,23;0,24;0,75;0,91;13,70;;106.847.750,32;8,39;-2,19;-0,03;21.788.028.535,70
BRGE11;11,00;2,40;17,03;0,61;0,27;-4.173,02;-192,28;1.340,82;-118,78;103,52;225,39;-1,15;228,39;0,73;-0,61;3,13;3,56;1,61;-1,43;0,45;0,36;0,00;-31,54;-1,46;1.091,00;18,16;0,65;-0,43;831.189.610,36
BRGE12;10,70;;16,57;0,59;0,27;-4.173,02;-192,28;1.340,82;-115,54;103,52;225,39;-1,15;222,16;0,71;-0,60;3,13;3,56;1,61;-1,43;0,45;0,36;0,00;-31,54;-1,46;4.102,33;18,16;0,65;-0,42;831.189.610,36
BRGE3;11,67;;18,07;0,64;0,29;-4.173,02;-192,28;1.340,82;-126,02;103,52;225,39;-1,15;242,30;0,77;-0,65;3,13;3,56;1,61;-1,43;0,45;0,36;0,00;-31,54;-1,46;4.356,00;18,16;0,65;-0,46;831.189.610,36
BRGE5;10,82;2,03;16,76;0,60;0,27;-4.173,02;-192,28;1.340,82;-116,84;103,52;225,39;-1,15;224,66;0,72;-0,60;3,13;3,56;1,61;-1,43;0,45;0,36;0,00;-31,54;-1,46;7.574,00;18,16;0,65;-0,42;831.189.610,36
BRGE6;11,49;4,59;17,79;0,63;0,29;-4.173,02;-192,28;1.340,82;-124,08;103,52;225,39;-1,15;238,57;0,76;-0,64;3,13;3,56;1,61;-1,43;0,45;0,36;0,00;-31,54;-1,46;6.791,80;18,16;0,65;-0,45;831.189.610,36
BRGE7;10,82;2,84;16,76;0,60;0,27;-4.173,02;-192,28;1.340,82;-116,84;103,52;225,39;-1,15;224,66;0,72;-0,60;3,13;3,56;1,61;-1,43;0,45;0,36;0,00;-31,54;-1,46;8.656,00;18,16;0,65;-0,42;831.189.610,36
BRGE8;10,95;2,01;16,96;0,60;0,27;-4.173,02;-192,28;1.340,82;-118,24;103,52;225,39;-1,15;227,35;0,72;-0,61;3,13;3,56;1,61;-1,43;0,45;0,36;0,00;-31,54;-1,46;13.674,00;18,16;0,65;-0,43;831.189.610,36
BRIN3;39,15;0,83;51,43;1,60;0,93;100,00;11,00;5,02;23,49;23,14;-0,35;-0,02;2,58;-42,96;-1,17;0,90;3,12;1,82;5,96;0,58;0,42;0,36;21,03;;;24,43;0,76;-2,11;765.840.711,60
BRIT3;3,44;0,94;11,74;1,04;0,49;46,79;21,28;11,15;6,15;9,04;2,92;0,50;1,31;3,81;-0,64;2,30;8,88;4,20;7,70;0,47;0,53;0,38;;;1.344.402,68;3,30;0,29;0,04;1.535.904.612,72
BRIV3;10,75;1,47;17,34;0,55;0,04;15,61;2,39;1,58;11,44;11,34;;;0,27;0,51;-0,04;7,22;3,20;0,22;;0,07;0,93;0,14;20,48;2,02;5.562,33;19,39;0,62;0,90;943.676.664,25
BRIV4;10,50;2,95;16,94;0,54;0,04;15,61;2,39;1,58;11,18;11,34;;;0,27;0,49;-0,04;7,22;3,20;0,22;;0,07;0,93;0,14;20,48;2,02;28.836,05;19,39;0,62;0,88;943.676.664,25
BRKM3;20,88;;-3,53;3,31;0,18;2,65;-4,95;-6,47;-4,61;-11,20;-6,61;4,75;0,23;1,27;-0,30;1,54;-93,87;-5,12;-11,04;0,05;0,95;0,79;14,40;;987.316,77;6,30;-5,91;0,01;16.569.680.953,88
BRKM5;20,62;;-3,49;3,27;0,18;2,65;-4,95;-6,47;-4,56;-11,20;-6,61;4,75;0,23;1,26;-0,30;1,54;-93,87;-5,12;-11,04;0,05;0,95;0,79;14,40;;105.533.901,91;6,30;-5,91;0,01;16.569.680.953,88
